,Название товара в срм,id товара,Product-id,offer_article,offer_purchasePrice,product_category
2157,SS: Кепка от солнца с вуалью (Черная),6362,ss-ss-0092-04,ss-ss-0092,1.18,ss
2158,SS: Клей для плитки,6363,ss-ss-0093-01,ss-ss-0093,4.73,ss
2159,SS: Складная сушилка для одежды с креплением,6364,ss-ss-0094-01,ss-ss-0094,5.65,ss
2160,SS: Барсетка,6365,ss-mb-0040-01,ss-mb-0040,5.85,ss
2161,SS: Форма для залива цемента для дорожки,6366,ss-mb-0041-01,ss-mb-0041,3.78,ss
2162,SS: Уличный фонарь,6367,ss-mb-0042-01,ss-mb-0042,7.83,ss
2163,SS: Складная тарелка для фруктов (Уточнить цвет),6368,ss-ss-0095-01,ss-ss-0095,3.77,ss
2164,SS: Складная тарелка для фруктов (Розовая),6369,ss-ss-0095-02,ss-ss-0095,3.77,ss
2165,SS: Складная тарелка для фруктов (Зеленая),6370,ss-ss-0095-03,ss-ss-0095,3.77,ss
2166,"SS: Очиститель ржавчины ""RUSTY CONVERTER""",6371,ss-ss-0096-01,ss-ss-0096,1.02,ss
2167,SS: Мужские сандали (Уточнить цвет и размер),6380,ss-ss-0097-01,ss-ss-0097,10.16,ss
2168,SS: Мужские сандали (Коричневые 26 см),6382,ss-ss-0097-02,ss-ss-0097,10.16,ss
2169,SS: Мужские сандали (Коричневые 27 см),6383,ss-ss-0097-03,ss-ss-0097,10.16,ss
2170,SS: Мужские сандали (Коричневые 28 см),6385,ss-ss-0097-04,ss-ss-0097,10.16,ss
2171,SS: Мужские сандали (Коричневые 29 см),6386,ss-ss-0097-05,ss-ss-0097,10.16,ss
2172,SS: Мужские сандали (Черные 26 см),6387,ss-ss-0097-06,ss-ss-0097,10.16,ss
2173,SS: Мужские сандали (Черные 27 см),6388,ss-ss-0097-07,ss-ss-0097,10.16,ss
2174,SS: Мужские сандали (Черные 28 см),6389,ss-ss-0097-08,ss-ss-0097,10.16,ss
2175,SS: Мужские сандали (Черные 29 см),6390,ss-ss-0097-09,ss-ss-0097,10.16,ss
2176,SS: Автоматична система поливу,6381,ss-mb-0043-01,ss-mb-0043,4.82,ss
2177,SS: Автоматична система поливу (остатки первой партии),9047,ss-mb-0043-02,ss-mb-0043,4.82,ss
2178,SS: Семена лотоса,6451,tv-ss-0001-01,tv-ss-0001,1.5,tv
2179,SS: Семена лотоса (15 шт.),8089,tv-ss-0001-02,tv-ss-0001,1.5,tv
2180,SS: Перчатки увлажняющие для рук,6452,ss-ss-0098-01,ss-ss-0098,1.45,ss
2181,Топор мультитул,6462,tv-ss-0002-01,tv-ss-0002,9.42,tv
2182,SS: Сухой шампунь,6503,ss-ss-0099-01,ss-ss-0099,0.97,ss
2183,SS: Коллагеновый крем для лица,6525,ss-mb-0044-01,ss-mb-0044,2.6,ss
2184,SS: Подушка для поддержки спины,6526,ss-ss-0100-01,ss-ss-0100,6.95,ss
2185,"SS: Заколки для волос ""Pretty""(Уточнить цвет)",6527,ss-mb-0045-01,ss-mb-0045,0.72,ss
2186,"SS: Заколки для волос ""Pretty"" (Белая)",6528,ss-mb-0045-02,ss-mb-0045,0.72,ss
2187,"SS: Заколки для волос ""Pretty"" (Красная)",6529,ss-mb-0045-03,ss-mb-0045,0.72,ss
2188,"SS: Заколки для волос ""Pretty"" (Темно-синяя)",6530,ss-mb-0045-04,ss-mb-0045,0.72,ss
2189,SS: Шприц для замены и заливки масла,6533,ss-ss-0101-01,ss-ss-0101,4.31,ss
2190,MELAX-Муж рубашка,6631,0302007001,,,timur
2191,"MELAX-Муж рубашка (Лев,L)",6632,,0302007001-1_L-MH,,timur
2192,"MELAX-Муж рубашка (Лев,XL)",6633,,0302007001-1_XL-MH,,timur
2193,"MELAX-Муж рубашка (Лев,2XL)",6634,,0302007001-1_2XL-MH,,timur
2194,"MELAX-Муж рубашка (Лев,3XL)",6635,,0302007001-1_3XL-MH,,timur
2195,"MELAX-Муж рубашка (Лев,4XL)",6636,,0302007001-1_4XL-MH,,timur
2196,"MELAX-Муж рубашка (Павлин, L)",6637,,0302007001-2_L-MH,,timur
2197,"MELAX-Муж рубашка (Павлин, XL)",6638,,0302007001-2_XL-MH,,timur
2198,"MELAX-Муж рубашка (Павлин, 2XL)",6639,,0302007001-2_2XL-MH,,timur
2199,"MELAX-Муж рубашка (Павлин, 3XL)",6640,,0302007001-2_3XL-MH,,timur
2200,"MELAX-Муж рубашка (Павлин, 4XL)",6641,,0302007001-2_4XL-MH,,timur
2201,"MELAX-Муж рубашка (Корабль, L)",6642,,0302007001-3_L-MH,,timur
2202,"MELAX-Муж рубашка (Корабль, XL)",6643,,0302007001-3_XL-MH,,timur
2203,"MELAX-Муж рубашка (Корабль, 2XL)",6644,,0302007001-3_2XL-MH,,timur
2204,"MELAX-Муж рубашка (Корабль, 3XL)",6645,,0302007001-3_3XL-MH,,timur
2205,"MELAX-Муж рубашка (Корабль, 4XL)",6646,,0302007001-3_4XL-MH,,timur
2206,"SS: Кожаная женская сумка ""Merelin""",6690,ss-il-0038-01,ss-il-0038,12.46,ss
2207,"SS: Мини-женский рюкзак ""Neroli"" (Уточнить цвет)",6691,ss-mb-0046-01,ss-mb-0046,2.36,ss
2208,"SS: Мини-женский рюкзак ""Neroli"" (Синий)",6692,ss-mb-0046-02,ss-mb-0046,2.36,ss
2209,"SS: Мини-женский рюкзак ""Neroli"" (Черный)",6693,ss-mb-0046-03,ss-mb-0046,2.36,ss
2210,"SS: Мини-женский рюкзак ""Neroli"" (Фиолетовый)",6694,ss-mb-0046-04,ss-mb-0046,2.36,ss
2211,SS: Купальник закрытого типа (Уточнить размер и цвет),6695,ss-ss-0102-01,ss-ss-0102,5.03,ss
2212,SS: Купальник закрытого типа (Красный S),6696,ss-ss-0102-02,ss-ss-0102,5.03,ss
2213,SS: Купальник закрытого типа (Красный М),6697,ss-ss-0102-03,ss-ss-0102,5.03,ss
2214,SS: Купальник закрытого типа (Красный L),6698,ss-ss-0102-04,ss-ss-0102,5.03,ss
2215,SS: Купальник закрытого типа (Красивый XL),6699,ss-ss-0102-05,ss-ss-0102,5.03,ss
2216,SS: Купальник закрытого типа (Черный S),6700,ss-ss-0102-06,ss-ss-0102,5.03,ss
2217,SS: Купальник закрытого типа (Черный М),6701,ss-ss-0102-07,ss-ss-0102,5.03,ss
2218,SS: Купальник закрытого типа (Черный L),6702,ss-ss-0102-08,ss-ss-0102,5.03,ss
2219,SS: Купальник закрытого типа (Черный XL),6703,ss-ss-0102-09,ss-ss-0102,5.03,ss
2220,SS: Шлепанцы мужские Flip Flops (Уточнить цвет и размер),6704,tv-ss-0003-01,tv-ss-0003,2.39,tv
2221,SS: Шлепанцы мужские Flip Flops (Желтые 39),6705,tv-ss-0003-02,tv-ss-0003,2.39,tv
2222,SS: Шлепанцы мужские Flip Flops (Желтые 40),6706,tv-ss-0003-03,tv-ss-0003,2.39,tv
2223,SS: Шлепанцы мужские Flip Flops (Желтые 41),6707,tv-ss-0003-04,tv-ss-0003,2.39,tv
2224,SS: Шлепанцы мужские Flip Flops (Желтые 42),6708,tv-ss-0003-05,tv-ss-0003,2.39,tv
2225,SS: Шлепанцы мужские Flip Flops (Желтые 43),6709,tv-ss-0003-06,tv-ss-0003,2.39,tv
2226,SS: Шлепанцы мужские Flip Flops (Желтые 44),6710,tv-ss-0003-07,tv-ss-0003,2.39,tv
2227,SS: Шлепанцы мужские Flip Flops (Желтые 45),6711,tv-ss-0003-08,tv-ss-0003,2.39,tv
2228,SS: Шлепанцы мужские Flip Flops (Черные 39),6712,tv-ss-0003-09,tv-ss-0003,2.39,tv
2229,SS: Шлепанцы мужские Flip Flops (Черные 40),6713,tv-ss-0003-10,tv-ss-0003,2.39,tv
2230,SS: Шлепанцы мужские Flip Flops (Черные 41),6714,tv-ss-0003-11,tv-ss-0003,2.39,tv
2231,SS: Шлепанцы мужские Flip Flops (Черные 42),6715,tv-ss-0003-12,tv-ss-0003,2.39,tv
2232,SS: Шлепанцы мужские Flip Flops (Черные 43),6716,tv-ss-0003-13,tv-ss-0003,2.39,tv
2233,SS: Шлепанцы мужские Flip Flops (Черные 44),6717,tv-ss-0003-14,tv-ss-0003,2.39,tv
2234,SS: Шлепанцы мужские Flip Flops (Черные 45),6718,tv-ss-0003-15,tv-ss-0003,2.39,tv
2235,SS: Пятновыводитель в бутылке,6719,ss-il-0039-01,ss-il-0039,0.53,ss
2236,SS: Выдвижная антистатическая массажная расческа,6720,ss-ss-0104-01,ss-ss-0104,0.52,ss
2237,SS: Пластыри для подтяжки лица,6721,ss-dm-0026-01,ss-dm-0026,0.59,ss
2238,SS: Фитнес эспандер,6722,ss-dm-0027-01,ss-dm-0027,0.93,ss
2239,SS: Монокуляр на 2000 м,6723,ss-il-0040-01,ss-il-0040,3.2,ss
2240,SS: Павер банк с солнечной батареей,6724,ss-mb-0047-01,ss-mb-0047,6.6,ss
2241,SS: Опора для растений,6725,ss-mb-0048-01,ss-mb-0048,2.59,ss
2242,SS: Пленка на окно с УФ защитой,6727,ss-mb-0049-01,ss-mb-0049,0.68,ss
2243,SS: Жилетка мужская (Уточнить размер),6735,tv-mb-0001-01,tv-mb-0001,8.04,tv
2244,SS: Жилетка мужская (L),6736,tv-mb-0001-02,tv-mb-0001,8.04,tv
2245,SS: Жилетка мужская (XL),6737,tv-mb-0001-03,tv-mb-0001,8.04,tv
2246,SS: Жилетка мужская (2XL),6738,tv-mb-0001-04,tv-mb-0001,8.04,tv
2247,SS: Жилетка мужская (3XL),6739,tv-mb-0001-05,tv-mb-0001,8.04,tv
2248,SS: Жилетка мужская (4XL),6740,tv-mb-0001-06,tv-mb-0001,8.04,tv
2249,SS: Жилетка мужская (5XL),6741,tv-mb-0001-07,tv-mb-0001,8.04,tv
2250,SS: Жилетка мужская (6XL),6742,tv-mb-0001-08,tv-mb-0001,8.04,tv
2251,SS: Маркер строительный,6744,ss-mb-0051-01,ss-mb-0051,0.58,ss
2252,"SS: Женская сумочка ""Kleo"" (Уточнить цвет)",6745,ss-il-0041-01,ss-il-0041,6.61,ss
2253,"SS: Женская сумочка ""Kleo"" (Синяя)",6746,ss-il-0041-02,ss-il-0041,6.61,ss
2254,"SS: Женская сумочка ""Kleo"" (Красная)",6747,ss-il-0041-03,ss-il-0041,6.61,ss
2255,SS: Сушилка для продуктов,6748,ss-dm-0028-01,ss-dm-0028,3.33,ss
2256,SS: Карабин для сушилка для продуктов,8102,ss-dm-0028-02,ss-dm-0028,3.33,ss
2257,SS: Антена тв 350 каналов,6749,ss-il-0042-01,ss-il-0042,1.59,ss
2258,SS: Трусы женские слипы хлопковые набор 8 шт (Уточнить размер),6750,ss-il-0043-01,ss-il-0043,3.8,ss
2259,SS: Трусы женские слипы хлопковые набор 8 шт (М),6751,ss-il-0043-02,ss-il-0043,3.8,ss
2260,SS: Трусы женские слипы хлопковые набор 8 шт (L),6752,ss-il-0043-03,ss-il-0043,3.8,ss
2261,SS: Трусы женские слипы хлопковые набор 8 шт (XL),6753,ss-il-0043-04,ss-il-0043,3.8,ss
2262,SS: Трусы женские слипы хлопковые набор 8 шт (XXL),6754,ss-il-0043-05,ss-il-0043,3.8,ss
2263,"SS: Светильник ""Павлин""",6755,ss-mb-0052-01,ss-mb-0052,2.36,ss
2264,SS: Заколка Зеленый Цветок,6756,ss-mb-0053-01,ss-mb-0053,0.95,ss
2265,SS: Миостимулятор для шеи,6757,ss-il-0044-01,ss-il-0044,5.43,ss
2266,SS: Cушарка веревка для одежды,6758,ss-mb-0054-01,ss-mb-0054,0.42,ss
2267,SS: Коврик массажный,6765,ss-mb-0055-01,ss-mb-0055,12.9,ss
2268,"SS: Уличные фонарики 3,5 метров 10 штук",6766,ss-ss-0105-01,ss-ss-0105,6.55,ss
2269,SS: Топ на бретелях набор 2 шт,6767,ss-il-0045-01,ss-il-0045,2.02,ss
2270,Тетрадь для каллиграфии 4 шт,6768,ss-dm-0029-01,ss-dm-0029,1.08,ss
2271,Детский планшет для рисования к тетрадям,6769,ss-dm-0029-02,ss-dm-0029,0.92,ss
2272,KOTYR-Классические муж брюки,6777,0302003007,,,timur
2273,"KOTYR-Классические муж брюки (Черный, 30)",6781,,0302003007-1_30,,timur
2274,"KOTYR-Классические муж брюки (Черный, 32)",6782,,0302003007-1_32,,timur
2275,"KOTYR-Классические муж брюки (Черный, 34)",6783,,0302003007-1_34,,timur
2276,"KOTYR-Классические муж брюки (Черный, 36)",6784,,0302003007-1_36,,timur
2277,"KOTYR-Классические муж брюки (Черный, 38)",6785,,0302003007-1_38,,timur
2278,"KOTYR-Классические муж брюки (Черный, 40)",6786,,0302003007-1_40,,timur
2279,"KOTYR-Классические муж брюки (Черный, 42)",6787,,0302003007-1_42,,timur
2280,"KOTYR-Классические муж брюки (Серый, 30)",6788,,0302003007-2_30,,timur
2281,"KOTYR-Классические муж брюки (Серый, 32)",6789,,0302003007-2_32,,timur
2282,"KOTYR-Классические муж брюки (Серый, 34)",6790,,0302003007-2_34,,timur
2283,"KOTYR-Классические муж брюки (Серый, 36)",6791,,0302003007-2_36,,timur
2284,"KOTYR-Классические муж брюки (Серый, 38)",6792,,0302003007-2_38,,timur
2285,"KOTYR-Классические муж брюки (Серый, 40)",6793,,0302003007-2_40,,timur
2286,"KOTYR-Классические муж брюки (Серый, 42)",6794,,0302003007-2_42,,timur
2287,"KOTYR-Классические муж брюки (Синий, 30)",6795,,0302003007-3_30,,timur
2288,"KOTYR-Классические муж брюки (Синий, 32)",6796,,0302003007-3_32,,timur
2289,"KOTYR-Классические муж брюки (Синий, 34)",6797,,0302003007-3_34,,timur
2290,"KOTYR-Классические муж брюки (Синий, 36)",6798,,0302003007-3_36,,timur
2291,"KOTYR-Классические муж брюки (Синий, 38)",6799,,0302003007-3_38,,timur
2292,"KOTYR-Классические муж брюки (Синий, 40)",6800,,0302003007-3_40,,timur
2293,"KOTYR-Классические муж брюки (Синий, 42)",6801,,0302003007-3_42,,timur
2294,тест товар импорт,6819,,,,timur
2295,тест товар импорт 1-0,6824,,25252525-1_0,,timur
2296,тест товар импорт 2-0,6825,,25252525-2_0,,timur
2297,Футбольная Форма,6839,0302004005,0302004005,,timur
2298,"Форма Реал Мадрид (Белый, S)",6840,,0302004005-1_S,,timur
2299,"Форма Реал Мадрид (Белый, M)",6841,,0302004005-1_M,,timur
2300,"Форма Реал Мадрид (Белый, L)",6842,,0302004005-1_L,,timur
2301,"Форма Реал Мадрид (Белый, XL)",6843,,0302004005-1_XL,,timur
2302,"Форма Реал Мадрид (Белый, 2XL)",6844,,0302004005-1_2XL,,timur
2303,"Футбольная Форма Германия (Розовая, S)",6921,,0302004005-2_S,,timur
2304,"Футбольная Форма Германия (Розовая, M)",6922,,0302004005-2_M,,timur
2305,"Футбольная Форма Германия (Розовая, L)",6923,,0302004005-2_L,,timur
2306,"Футбольная Форма Германия (Розовая, XL)",6924,,0302004005-2_XL,,timur
2307,"Футбольная Форма Германия (Розовая, 2XL)",6925,,0302004005-2_2XL,,timur
2308,"Футбольная Форма Германия (Белая, S)",6926,,0302004005-3_S,,timur
2309,"Футбольная Форма Германия (Белая, M)",6927,,0302004005-3_M,,timur
2310,"Футбольная Форма Германия (Белая, L)",6928,,0302004005-3_L,,timur
2311,"Футбольная Форма Германия (Белая, XL)",6929,,0302004005-3_XL,,timur
2312,"Футбольная Форма Германия (Белая, 2XL)",6930,,0302004005-3_2XL,,timur
2313,Футбольная Форма Португалия (S),6931,,0302004005-4_S,,timur
2314,Футбольная Форма Португалия (M),6932,,0302004005-4_M,,timur
2315,Футбольная Форма Португалия (L),6933,,0302004005-4_L,,timur
2316,Футбольная Форма Португалия (XL),6934,,0302004005-4_XL,,timur
2317,Футбольная Форма Португалия (2XL),6935,,0302004005-4_2XL,,timur
2318,Футбольная Форма Франция (S),6936,,0302004005-5_S,,timur
2319,Футбольная Форма Франция (M),6937,,0302004005-5_M,,timur
2320,Футбольная Форма Франция (L),6938,,0302004005-5_L,,timur
2321,Футбольная Форма Франция (XL),6939,,0302004005-5_XL,,timur
2322,Футбольная Форма Франция (2XL),6940,,0302004005-5_2XL,,timur
2323,Футбольная Форма Англия (S),6941,,0302004005-6_S,,timur
